,code,name,MaxDrawDown,1W,1M,3M,6M,1Y,2Y,3Y,4Y,5Y
0,001994,华安年年红债券C,-1.5333017724667664,0.19,0.96,1.80,10.93,22.32,,,,
0,001997,工银新趋势灵活配置混合C,-22.23574097409108,-0.80,0.11,-10.07,23.71,92.64,134.83,121.28,167.32,174.87
0,001998,工银新焦点灵活配置混合C,-23.78631651693154,-3.45,4.98,-9.31,17.55,75.44,118.01,108.78,122.15,
0,002000,工银新生利混合,-5.157261095478738,-0.68,1.70,-0.53,7.07,19.17,22.15,22.83,29.98,
0,002001,华夏回报混合A,-28.47281002206623,-3.91,5.64,-8.63,14.10,50.61,56.12,45.64,85.06,112.61
0,002003,工银新机遇混合A,-30.62005735830855,-0.62,2.54,-4.78,11.09,46.32,65.87,41.34,,
0,002004,工银新机遇混合C,-31.108194612504292,-0.63,2.46,-4.96,10.69,45.44,63.93,38.88,,
0,002005,工银新得利混合,-4.939956186874905,-0.48,2.97,-0.48,2.21,10.74,12.74,13.04,,
0,002006,工银新得益混合,-4.252478919635349,-0.54,0.21,-1.28,4.27,14.98,23.19,29.05,45.29,
0,002011,华夏红利混合,-62.48521601540071,-0.93,6.00,-9.66,17.99,55.03,60.04,46.07,45.83,55.92
0,002015,南方荣光灵活配置混合A,-4.665395813778539,-0.07,0.07,0.14,5.94,21.75,23.42,31.99,41.43,44.69
0,002017,招商瑞丰混合C,-11.075351114009003,-0.19,1.06,1.57,5.63,14.47,19.11,21.95,28.22,31.65
0,002021,华夏回报二号混合,-29.80242376172555,-3.94,5.68,-8.72,13.68,48.75,53.82,43.12,82.50,110.18
0,002031,华夏策略混合,-46.45660784573822,-0.56,5.32,-7.89,10.89,47.63,66.30,66.12,84.30,112.79
0,002065,景顺长城景盛双息债券A,-3.4456211465183184,0.00,0.09,0.09,1.50,1.32,4.16,7.96,13.04,
0,002066,景顺长城景盛双息债券C,-3.5402256440792312,0.00,0.09,0.00,1.26,0.89,3.30,6.62,11.02,
0,002079,前海开源中国稀缺资产混合C,-36.888371228745264,-3.38,2.58,-10.77,23.67,90.42,179.86,285.28,205.45,223.05
0,002080,前海开源一带一路混合C,-38.804259551851,-1.90,5.19,-16.31,15.21,49.87,76.76,79.94,52.42,65.60
0,002083,新华鑫动力灵活配置混合A,-40.555352033506495,-3.01,2.37,-24.36,27.01,89.58,117.48,105.13,94.50,
0,002084,新华鑫动力灵活配置混合C,-40.32504043177531,-3.01,2.36,-24.38,26.89,89.47,117.02,104.66,93.83,
0,002085,长盛互联网+混合,-31.916547019420914,-3.52,5.55,-9.51,4.34,36.32,35.24,10.66,42.12,28.52
0,002087,国富新机遇混合A,-3.769929497569502,-0.26,1.47,0.53,8.09,21.35,38.20,42.87,50.64,55.32
0,002088,国富新机遇混合C,-3.778743299371523,-0.26,1.41,0.47,7.86,20.99,37.52,41.92,49.50,54.35
0,002101,创金合信转债精选债券A,-13.602128596041096,-0.67,0.74,1.14,0.21,1.31,0.96,10.52,9.14,21.03
0,002102,创金合信转债精选债券C,-14.373623725845242,-0.61,0.65,0.98,0.05,0.91,0.05,9.15,6.33,10.45
0,002103,招商康泰养老混合,-7.321270805595725,0.19,1.70,-0.46,5.50,15.71,24.45,25.02,34.75,33.40
0,002106,德邦福鑫灵活配置混合C,-30.88140874727476,-2.98,3.28,-10.54,18.27,72.90,62.53,31.06,43.03,48.31
0,002112,德邦鑫星价值灵活配置混合C,-8.017532295050367,-0.81,1.04,-0.40,6.37,22.55,27.81,25.65,37.79,43.70
0,002137,诺安利鑫灵活配置混合,-23.9387109872764,-0.26,-1.01,-10.79,-2.03,11.94,13.74,32.88,41.00,41.29
0,002138,泓德裕泰债券A,-6.293710424146037,0.21,0.77,0.21,-4.41,-2.66,10.17,13.80,19.96,25.20
0,002139,泓德裕泰债券C,-6.442105366041096,0.21,0.74,0.13,-4.59,-2.97,9.49,12.72,18.46,22.22
0,002141,建信鑫丰回报灵活C,-327.4257441967368,0.01,0.23,-7.28,-2.89,15.03,8.82,7.70,13.40,14.52
0,002142,博时外延增长主题混合,-23.739534556466037,-2.71,0.05,-11.97,4.32,48.95,71.76,73.91,105.21,145.25
0,002144,华安新优选灵活配置混合C,-20.730553950469588,0.15,1.38,1.23,4.92,19.22,22.31,22.20,28.50,32.10
0,002145,诺安景鑫灵活配置混合,-31.786717014073275,-0.79,1.06,-14.25,-1.92,28.11,59.05,40.49,45.27,45.70
0,002149,嘉实新优选混合,-4.716828622472969,2.82,10.85,11.37,24.13,28.04,32.42,34.54,45.00,
0,002152,华宝核心优势混合,-26.966519242187857,-0.95,3.97,-6.27,3.34,54.10,90.39,87.63,116.22,
0,002156,长盛盛世混合A,-25.50417771896205,-0.91,1.70,-5.23,5.62,19.44,27.81,24.60,27.69,38.38
0,002157,长盛盛世混合C,-25.706013173507912,-0.84,1.72,-5.20,5.50,19.22,27.25,23.79,27.56,31.77
0,002158,汇添富安鑫智选混合C,-27.442829219282274,-3.58,5.20,-13.63,2.77,25.59,38.84,55.84,63.95,70.66
0,002160,南方转型驱动灵活配置混合,-31.768923431536855,-2.50,7.24,-10.35,7.86,61.35,130.88,108.61,160.94,
0,002164,汇添富新睿精选混合C,-18.543992602082582,-3.19,4.57,-8.28,-3.72,25.99,25.85,32.27,44.81,
0,002165,汇添富达欣混合C,-17.799162132056047,-2.02,4.08,-7.21,9.56,35.47,40.86,38.41,47.89,52.22
0,002167,南方顺康混合,-23.371789128683286,-2.58,1.33,-10.44,9.86,40.74,57.16,56.55,56.98,62.31
0,002178,嘉实新起点混合C,-6.758199913675056,-0.75,1.15,0.23,8.49,21.40,24.62,20.29,33.74,37.66
0,002182,东兴蓝海财富混合,-47.95494714201176,-2.48,0.61,-8.22,4.82,25.53,23.10,3.25,6.44,-2.82
0,002189,农银国企改革混合,-28.97787253995513,-0.66,1.00,-8.83,13.75,64.70,110.99,99.86,162.13,
0,002190,农银新能源混合,-44.46631007427768,-0.70,6.31,-16.39,23.19,141.13,154.45,106.63,148.51,
0,002191,农银物联网混合,-36.410218799639225,-0.59,1.09,-15.36,-9.20,12.79,39.59,28.73,55.33,
0,002196,金鹰技术领先混合C,-72.4700536275139,-0.47,1.43,0.12,6.88,8.38,-5.43,-14.51,-27.50,
0,002197,国泰鑫策略价值灵活配置混合,-8.826674626349062,-0.19,1.37,-0.44,4.97,29.86,40.55,42.21,46.15,47.91
0,002207,前海开源金银珠宝混合C,-54.807242679417215,1.51,2.64,-1.39,0.08,24.69,34.41,25.73,7.58,21.67
0,002211,嘉实新财富混合,-5.463268581278591,-0.69,1.66,-0.92,9.07,17.23,21.90,24.96,34.98,
0,002212,嘉实新起航混合,-7.342690684310349,-0.67,2.00,-2.36,8.16,18.41,22.88,25.04,35.33,
0,002213,中海顺鑫灵活配置混合,-26.684637899597064,-2.55,0.19,-9.37,12.47,50.66,119.17,106.62,106.82,
0,002214,中海沪港深混合,-31.782685575686987,-0.97,4.20,-0.86,16.63,43.63,39.48,20.54,66.27,
0,002216,易方达量化策略精选混合A,-34.379855210008216,-2.89,3.71,-12.01,7.56,58.15,83.19,68.47,,
0,002217,易方达量化策略精选混合C,-34.7159655538521,-2.88,3.71,-12.09,7.28,57.39,81.43,65.93,,
0,002220,南方瑞利混合,-20.42820430278892,-0.18,1.09,-0.30,5.13,47.68,68.55,69.37,79.90,88.00
0,002222,嘉实新趋势混合,-4.585406466423725,-0.78,1.06,0.33,9.84,26.68,30.91,33.30,48.30,
0,002224,中邮绝对收益混合,-16.427798519881907,0.00,1.25,8.53,25.27,12.22,,,,
0,002227,长城新优选A,-1.8497714966219658,0.02,0.31,-0.78,2.94,6.12,15.49,19.49,30.85,
0,002228,长城新优选C,-1.831771700480267,0.01,0.27,-0.91,2.68,5.57,13.19,19.26,29.89,
0,002233,工银丰收回报灵活配置混合C,-13.534015380630237,-1.84,1.84,-5.71,10.10,27.93,40.37,44.28,58.71,61.76
0,002244,景顺长城低碳科技主题混合,-41.749858272702376,0.93,3.88,-1.39,4.28,42.96,68.80,52.57,47.61,
0,002245,泰康稳健增利债券A,-1.870311019250659,0.06,0.54,0.87,2.41,3.27,8.57,18.46,21.49,
0,002246,泰康稳健增利债券C,-1.872056324076521,0.07,0.52,0.80,2.25,2.96,7.88,17.48,34.04,
0,002249,招商境远灵活配置混合,-30.931795227351046,0.58,7.53,-2.50,20.27,83.40,149.63,150.80,152.95,155.72
0,002251,华夏军工安全混合,-42.80070049359627,1.51,7.07,-24.93,0.86,57.25,48.00,55.18,26.94,
0,002258,大成国企改革灵活配置混合,-32.5789319548692,0.53,5.38,4.18,23.31,74.87,111.40,104.19,,
0,002263,泰达宏利大数据混合,-31.21077769755004,-0.70,0.06,-12.45,-4.29,38.70,44.49,45.40,44.98,
0,002264,华夏乐享健康混合,-39.39063606768573,-0.64,9.60,-2.95,-1.72,20.96,96.03,92.55,107.46,
0,002271,招商安弘保本混合,-24.32566994069746,-0.05,2.83,-11.94,5.59,35.84,61.70,82.24,90.46,93.69
0,002272,新华科技创新主题混合,-31.18968065108817,-3.05,2.02,-22.05,9.94,65.03,53.46,42.26,43.84,
0,002281,建信裕利灵活配置混合,-22.059684253200494,-0.42,1.35,-7.19,20.69,50.70,69.58,74.17,73.76,76.55
0,002282,平安安享灵活配置混合A,-13.313973690812364,-0.60,0.92,-0.80,5.05,17.30,15.43,27.45,28.71,30.25
0,002291,诺安安鑫灵活配置混合,-29.38112443076618,-0.63,5.31,-7.90,20.02,70.55,116.39,117.50,122.78,
0,002292,诺安益鑫保本,-18.341919605825918,-1.22,0.36,-11.70,5.51,26.62,17.52,21.94,26.21,
0,002293,南方益和灵活配置混合,-19.217019453854732,-2.71,4.22,-8.15,12.44,63.30,102.63,102.25,112.62,
0,002296,长城行业轮动混合,-17.91042545845203,-0.40,6.57,-8.82,7.03,17.67,24.99,29.53,35.36,37.93
0,002303,金鹰智慧生活混合,-31.739013980502396,-1.04,0.31,-14.92,-4.13,36.90,75.68,59.00,69.27,
0,002304,平安安心灵活配置混合A,-23.703961978670463,-4.84,5.72,-7.98,18.82,57.98,55.18,55.65,57.79,59.84
0,002317,招商睿逸稳健混合,-13.175716329589482,-0.13,1.83,6.49,15.15,44.13,52.75,48.95,53.95,
0,002319,大成一带一路灵活配置混合,-22.914514815963493,-0.79,2.20,-3.24,1.26,41.83,75.25,61.10,,
0,002330,兴业聚宝灵活配置混合,-22.981750945977485,-1.47,-0.60,2.83,9.29,28.86,42.61,52.09,64.53,
0,002331,泰康安泰回报混合,-5.288555542494356,-0.36,1.49,0.74,7.86,24.24,28.75,36.12,37.04,
0,002340,富国价值优势混合,-36.8023188257268,-1.68,4.92,0.09,23.14,93.50,154.53,134.81,197.50,
0,002345,华夏高端制造混合,-52.49547401062817,-1.28,5.72,-18.66,17.16,88.32,84.80,68.41,28.69,
0,002356,博时安泰18定开债A,-4.439292010657859,0.46,1.07,1.88,10.49,18.58,,,,
0,002357,博时安泰18定开债C,-5.013075378167187,0.37,0.81,1.45,9.17,15.83,,,,
0,002360,前海开源清洁能源混合C,-15.276715733444213,-1.50,1.99,1.55,7.47,23.87,22.66,73.83,81.64,112.09
0,002361,国富恒瑞债券A,-3.1919114324311493,-0.29,1.04,2.79,9.03,13.18,17.67,23.42,30.33,39.82
0,002362,国富恒瑞债券C,-3.3539329176124455,-0.30,1.06,2.68,8.77,12.71,16.54,21.73,28.22,36.93
0,002363,华安安康灵活配置混合A,-3.8219934497745633,0.43,2.39,1.70,4.22,18.69,33.82,56.37,60.69,
0,002364,华安安康灵活配置混合C,-3.8511241287876197,0.41,2.35,1.56,3.90,17.97,32.26,53.53,56.88,
0,002377,建信睿怡纯债债券,-3.4461904540216137,0.04,-1.22,-1.53,-2.43,-2.20,1.31,7.95,11.08,12.41
0,002378,建信弘利灵活配置混合,-23.3380314027698,-2.78,8.22,-12.75,15.45,63.11,104.33,115.76,122.46,127.13
0,002383,大成趋势回报混合,-25.557674236919357,-0.24,-0.24,-3.31,7.82,25.25,30.46,27.28,36.86,
0,002388,天弘裕利混合A,-3.562486788597463,-0.60,0.96,-0.34,1.69,1.38,4.27,9.96,17.51,
0,002389,招商安德保本混合A,-3.166188977681772,-0.25,1.16,1.90,6.01,18.07,25.78,28.23,34.06,
0,002398,华安安禧灵活配置混合A,-7.235835100236554,-0.43,2.81,-1.15,6.56,10.58,15.22,18.72,26.39,
0,002399,华安安禧混合C,-7.276093821083585,-0.44,2.76,-1.29,6.23,9.91,13.87,16.80,23.55,
0,002407,前海开源恒远灵活配置混合,-13.977883639259737,0.04,0.03,-3.00,1.34,18.57,28.94,91.72,97.43,
0,002408,中信建投医改混合,-37.892184872797664,-0.29,18.74,-2.27,13.04,57.92,152.83,123.32,146.90,
0,002416,招商丰利混合C,-27.959735817427898,-1.17,9.01,-11.38,12.76,70.04,77.78,68.63,71.19,
0,002417,招商丰盛增长混合C,-31.61543984393641,-2.30,1.90,-23.32,-2.67,30.54,47.42,45.88,47.89,
0,002419,汇添富盈安灵活配置混合,-24.62140334924594,-0.72,5.87,-8.70,9.58,45.24,64.21,65.43,79.17,
0,002420,汇添富盈鑫混合,-23.01862825254519,-2.46,6.73,-5.59,9.62,44.19,61.99,67.19,82.58,
0,002421,新华信用增强债券A,-6.882195283154379,-0.06,0.59,-0.87,0.82,4.83,9.26,9.68,17.11,
0,002422,新华信用增强债券C,-7.288548561904418,-0.06,0.56,-0.97,0.61,4.40,8.42,8.31,15.19,
0,002424,博时文体娱乐主题混合,-33.927896882501244,-2.60,2.63,-13.63,6.44,33.54,63.13,72.20,,
0,002425,金鹰元禧混合C,-5.336481467819998,-0.56,1.14,-0.02,6.14,18.30,25.13,24.56,24.85,
0,002440,中加瑞盈债券,-3.459276804604061,0.05,0.37,-0.69,0.01,2.24,5.11,13.83,16.48,
0,002441,德邦新添利债券C,-3.6062921748889365,-0.48,0.54,-0.64,3.06,8.31,12.33,17.06,24.09,77.07
0,002443,前海开源沪港深龙头精选混合,-35.80928106312903,-4.94,4.82,-4.03,24.29,80.60,88.95,54.64,84.69,
0,002446,广发稳鑫保本混合,-14.322703754442523,-1.44,1.41,-4.66,11.30,78.20,149.23,155.27,169.06,
0,002450,平安睿享文娱灵活配置混合A,-23.862131311410018,-3.35,4.92,-8.16,12.44,47.95,88.73,121.79,171.44,
0,002451,平安睿享文娱灵活配置混合C,-23.823993757501903,-3.40,4.88,-8.32,12.01,46.79,85.62,116.80,163.60,
0,002453,九泰久稳保本混合A,-13.033315624143304,0.19,1.92,-7.35,5.27,-1.12,10.43,2.02,4.75,
0,002456,招商安元保本混合A,-10.906455924183955,-0.29,1.47,-0.60,5.63,24.50,35.32,36.20,42.64,
0,002457,招商安元保本混合C,-10.898220150838666,-0.28,1.47,-0.60,5.63,24.48,,,,
0,002459,华夏鼎利债券A,-9.03287140775907,-0.59,0.98,-2.04,4.44,18.33,31.09,43.61,52.14,
0,002460,华夏鼎利债券C,-8.933576457457203,-0.60,0.98,-2.05,4.38,18.13,30.81,43.21,51.44,
0,002463,创金合信价值红利混合A,-19.510280924560142,4.05,2.40,0.08,6.76,34.86,17.12,,,
0,002465,东兴众智优选混合,-38.74424379879533,0.00,0.69,-8.61,-0.59,28.82,12.22,1.09,4.19,
0,002475,中邮睿利增强债券,-7.016351246549924,0.00,0.00,-0.31,-0.42,-1.04,-1.65,-3.74,,
0,002476,博时安瑞18个月定期开放债券A,-4.240934185520651,0.43,1.04,2.64,11.09,20.87,,,,
0,002477,博时安瑞18个月定期开放债券C,-4.349379331196701,0.35,0.79,2.23,10.04,18.55,,,,
0,002482,宝盈互联网混合,-34.44090197122493,-1.98,3.46,-12.21,4.38,52.78,121.52,125.94,171.26,
0,002487,汇添富稳健添利A,-4.925127698903353,-0.09,0.64,0.82,1.65,1.74,4.73,10.14,10.47,
0,002488,汇添富稳健添利C,-5.104449701218494,0.00,0.74,0.83,1.49,1.30,3.82,8.92,8.92,
0,002489,国泰民福策略价值混合,-6.50993070269521,0.10,1.24,0.85,5.76,23.85,39.09,41.64,45.44,
0,002490,金鹰元祺债券,-4.240848944083653,0.24,1.08,-0.85,6.64,9.08,16.88,26.63,31.80,
0,002492,工银月月薪定期支付债券C,-5.973292344377279,-0.33,0.25,-2.88,2.18,6.76,14.39,15.04,19.80,21.24
0,002504,鹏华金鼎混合A类,-16.58818499397202,-1.40,2.37,0.06,9.75,38.29,48.61,57.19,59.45,
0,002512,长城久润混合,-27.269533705853288,-2.33,8.99,-11.88,7.69,27.23,54.99,58.95,57.07,
0,002513,金鹰元安混合C,-7.518695964545796,-0.40,1.28,-0.54,7.57,25.91,24.68,46.19,49.87,
0,002514,招商丰益混合A,-8.994236296067214,-0.93,2.74,-0.57,12.81,32.54,40.61,41.80,64.60,
0,002515,招商丰益混合C,-9.082168046981288,-0.93,2.65,-0.62,12.71,32.20,39.85,40.75,53.61,
0,002533,中加心享混合C,-2.508415710046441,-0.22,1.03,-0.90,2.27,7.18,15.36,22.55,21.70,
0,002534,华安稳固收益债券A,-3.760060640303531,0.00,0.73,-1.87,0.73,1.27,7.31,11.29,13.84,
0,002537,平安安盈灵活配置混合,-20.33951691800484,-2.53,3.92,-8.71,20.75,65.42,102.76,108.11,111.41,
0,002542,长城久鼎混合,-21.320517626409497,-1.62,10.39,-5.59,2.02,83.18,119.41,123.92,132.88,
0,002543,长城久益混合A,-13.29524782239332,-0.68,1.02,-9.09,7.88,37.71,37.87,43.69,47.66,
0,002544,长城久益混合C,-13.34835464069547,-0.69,0.97,-9.22,7.54,36.87,34.58,39.15,42.32,
0,002550,嘉实稳荣债券,-1.7978697853721748,0.00,0.39,0.68,1.81,2.30,7.34,14.09,17.83,
0,002555,博时沪港深优质企业混合C,-32.664349119105594,-2.50,2.32,-7.10,19.69,40.34,65.65,69.25,111.79,
0,002558,博时鑫瑞混合A,-19.912921225830203,-0.15,0.59,0.73,11.86,44.08,47.38,91.08,114.17,
0,002559,博时鑫瑞混合C,-20.08666072816555,-0.15,0.59,0.69,11.79,43.90,47.14,89.45,111.80,
0,002560,诺安和鑫混合,-43.33648769988962,-0.33,6.54,-8.64,1.45,26.36,82.88,34.28,38.32,
0,002562,泓德泓益混合,-31.794200928954798,-2.80,2.42,-11.56,14.67,71.58,85.44,78.73,103.72,
0,002563,泓德泓汇混合,-23.132898282108705,-2.63,2.21,-10.71,12.47,63.06,112.88,120.18,148.89,
0,002564,新沃通盈灵活配置混合,-34.44840153221978,-0.33,6.86,-10.12,23.27,58.45,64.84,88.32,71.30,
0,002567,大成国家安全混合,-40.273562467061176,1.96,4.20,-9.39,7.57,50.58,86.52,60.14,65.57,
0,002573,建信汇利灵活配置混合,-15.967262930333126,-2.89,3.88,-10.05,5.97,44.65,74.97,95.93,102.40,
0,002574,招商瑞庆混合,-6.198127616818095,0.14,1.00,3.25,5.15,12.92,23.94,27.10,44.82,
0,002577,南方新兴龙头灵活配置混合,-46.78718192286636,-2.63,6.09,-12.43,3.64,48.15,97.86,98.13,55.46,
0,002578,博时裕泉纯债债券,-1.3281958002047012,0.09,0.38,0.76,1.82,1.92,6.07,10.93,14.96,
0,002581,招商丰凯混合A,-10.050744474686368,-0.79,3.38,0.12,12.94,30.57,37.19,37.19,60.69,
0,002582,招商丰凯混合C,-10.2823311456551,-0.86,3.37,0.07,12.77,30.30,36.33,36.08,50.85,
0,002585,建信兴利灵活配置混合,-17.94265321407019,-2.06,5.34,-10.98,9.23,37.62,22.32,35.06,39.86,
0,002586,金鹰添利信用债债券A,-5.592226170978465,0.08,1.15,-3.07,2.92,4.67,14.27,21.00,,
0,002587,金鹰添利信用债债券C,-5.645956062272983,0.08,1.16,-3.16,2.77,4.52,13.83,20.43,,
0,002593,富国美丽中国混合,-21.520594732604792,-0.83,3.14,-1.92,18.98,71.34,116.52,118.33,173.89,
0,002594,工银现代服务业混合,-21.480398909108867,-1.17,8.08,-8.75,12.19,69.08,82.59,80.16,102.79,
0,002602,易方达丰惠混合,-17.318325119179047,-0.26,0.69,0.35,4.13,9.85,10.69,12.84,,
0,002603,工银纯债半年定开债券,-5.665397720989295,0.06,0.50,0.66,2.17,1.64,20.28,,,
0,002604,华夏新起点混合,-26.753846685128934,-1.55,-1.49,-16.57,-0.24,28.68,50.09,46.50,67.11,
0,002620,中邮新蓝筹混合,-20.81316069813418,0.15,1.83,-13.00,9.00,47.85,93.35,145.28,,
0,002628,招商安博保本混合A,-13.515417043698562,-0.60,3.62,-3.80,13.20,64.58,95.72,113.21,121.10,
0,002629,招商安博保本混合C,-13.52323153375794,-0.61,3.57,-3.93,12.90,63.75,93.72,110.11,116.44,
0,002639,天弘价值精选灵活配置混合,-14.774772243024191,-0.55,1.91,0.33,9.07,25.46,38.87,33.31,37.37,
0,002653,泰康沪港深精选混合,-25.955939324331524,-2.09,6.37,0.00,21.39,57.59,60.56,49.34,74.01,
0,002654,上投策略精选混合,-39.862616176951605,-1.64,2.36,-8.83,8.43,51.28,58.45,44.72,46.94,
0,002657,招商安裕保本混合A,-11.063258408899745,-0.06,1.56,3.17,9.18,24.59,33.83,47.51,52.66,
0,002658,招商安裕保本混合C,-11.25014045731766,-0.07,1.50,3.01,8.83,23.83,32.20,44.76,48.67,
0,002662,前海开源沪港深大消费主题混合A,-29.00581029082342,-3.09,5.97,1.90,25.75,75.04,79.67,69.80,103.69,
0,002663,前海开源沪港深大消费主题混合C,-29.60362205710867,-3.06,5.96,1.86,25.68,74.81,79.29,69.40,102.60,
0,002666,前海开源沪港深创新成长混合A,-31.907223239035808,-0.95,-1.69,-5.47,-2.81,7.95,15.95,6.54,47.12,
0,002667,前海开源沪港深创新成长混合C,-32.288614870717694,-0.97,-1.78,-5.47,-2.91,7.74,15.65,6.17,45.76,
0,002669,华商万众创新混合,-45.80040221428211,-3.71,4.58,-16.07,11.18,68.34,147.79,156.03,112.58,
0,002681,金鹰元和混合A,-33.805603650137286,0.01,0.04,-3.33,41.64,78.91,110.53,93.90,99.91,
0,002682,金鹰元和混合C,-33.818755167037864,-0.01,-0.02,-3.46,41.22,77.84,107.84,91.01,95.81,
0,002690,前海开源恒泽混合A,-2.5284069860393665,0.07,0.29,0.08,2.11,5.63,6.92,10.32,13.94,
0,002691,前海开源恒泽混合C,-2.550045835653869,0.06,0.28,0.05,2.06,5.53,6.78,9.98,13.27,
0,002692,富国创新科技混合,-40.01250190321633,-0.90,-1.79,-10.70,4.01,50.47,105.28,108.47,176.61,
0,002703,长城久源灵活配置混合,-32.25805672316613,1.68,9.23,-20.09,3.21,35.71,38.78,43.93,46.82,
0,002704,德邦锐兴债券A,-4.095900237196226,0.07,0.75,1.24,2.13,0.91,10.66,,,
0,002705,德邦锐兴债券C,-4.435563324180569,0.07,0.72,1.18,2.00,0.67,8.96,,,
0,002707,大摩科技领先混合,-33.946763153815205,0.13,2.38,-3.87,0.35,42.02,75.46,57.28,,
0,002708,大摩健康产业混合,-33.13460639951339,0.34,17.89,7.85,23.81,69.29,144.88,194.94,206.21,
0,002732,长盛沪港深混合,-24.23347006879505,-1.28,0.93,-4.91,15.16,56.20,61.31,35.50,57.71,
0,002734,泓德裕荣纯债债券A,-2.4027004837818833,0.06,0.31,0.19,0.79,0.79,7.39,15.05,17.15,
0,002738,泓德裕康债券A,-4.569821320631773,-0.71,0.68,-1.97,4.25,13.82,20.95,30.35,37.60,
0,002739,泓德裕康债券C,-4.614796608451133,-0.72,0.66,-2.05,4.05,13.45,20.25,28.94,35.74,
0,002740,泓德裕泽一年定开债券A,-2.061694327981345,0.27,0.96,0.71,8.38,,,,,
0,002741,泓德裕泽一年定开债券C,-2.0606347219883636,0.24,0.81,0.38,7.85,,,,,
0,002742,泓德裕祥债券A,-6.814448240950288,-0.93,1.63,-2.46,6.02,13.25,21.53,32.25,,
0,002743,泓德裕祥债券C,-6.8270037996050466,-0.94,1.60,-2.55,5.79,12.96,20.60,30.82,,
0,002746,汇添富多策略定期开放灵活配置混合,-22.565065349857072,-1.19,5.57,-6.13,7.56,46.38,47.09,28.51,,
0,002749,嘉实稳盛债券,-4.105340712427951,-0.09,1.20,-0.91,4.40,4.30,6.95,7.63,17.25,
0,002750,工银泰享三年理财债券,-0.12999999999999678,0.21,1.44,3.34,7.67,12.78,,,,
0,002754,博时裕创纯债债券,-2.3647746279526705,0.00,0.38,0.67,1.84,2.14,8.88,15.09,19.39,
0,002755,博时裕盛纯债债券,-1.9896635975312327,0.10,0.48,0.86,1.94,1.75,7.34,13.52,18.16,
0,002765,新华双利债券A,-11.665947856524483,0.43,3.62,-3.44,1.19,1.28,4.88,9.45,15.79,
0,002766,新华双利债券C,-11.925979091550609,0.43,3.59,-3.54,0.96,0.87,3.95,8.03,13.88,
0,002767,泰康宏泰回报混合,-4.765904122689168,-0.58,1.48,-1.01,5.12,14.57,25.00,30.99,48.57,
0,002770,安信新回报混合A,-15.004454464502338,-1.32,4.93,-5.38,5.86,38.22,93.13,150.07,170.41,
0,002771,安信新回报混合C,-15.004539465912947,-1.32,4.91,-5.42,5.75,37.94,92.33,148.04,167.65,
0,002776,招商安荣保本混合A,-12.154182227098042,-0.25,1.20,1.96,5.99,16.51,24.05,28.66,33.15,
0,002777,招商安荣保本混合C,-12.28904611440591,-0.26,1.13,1.75,5.55,15.57,22.02,25.67,28.95,
0,002778,前海联合新思路混合A,-31.91735991616307,-1.59,1.79,-3.72,11.43,43.02,51.38,22.67,54.17,
0,002779,前海联合新思路混合C,-30.797149792309632,-1.61,1.80,-3.77,11.43,41.24,49.51,19.98,28.30,
0,002780,前海联合泓鑫混合A,-27.283560658665117,-3.24,8.15,-10.28,21.55,97.90,171.27,197.65,197.94,
0,002785,中融融裕双利债券A,-8.795994171888822,-0.27,0.73,-1.16,3.74,11.57,14.68,13.28,12.36,
0,002789,长盛同享灵活配置混合A,-18.933273159305408,-2.00,2.56,-8.40,8.39,46.82,59.21,84.32,94.74,
0,002790,长盛同享灵活配置混合C,-18.762775808641873,-1.96,2.55,-8.45,8.24,46.37,59.33,84.19,84.38,
0,002792,景顺顺益回报混合A,-5.991999780162349,-0.37,1.06,-0.16,4.58,13.85,21.05,25.88,37.61,
0,002793,景顺顺益回报混合C,-6.3615570778947195,-0.38,1.01,-0.26,4.36,13.38,20.09,24.36,35.23,
0,002794,天弘永利债券E,-14.573906283247984,-0.08,1.40,2.20,4.44,10.24,20.89,27.23,29.84,
0,002796,景顺景盈双利A,-2.973072966236001,0.03,0.70,-0.85,0.42,-0.51,4.08,13.30,16.19,
0,002797,景顺景盈双利C,-3.2372100889969335,0.03,0.66,-0.95,0.22,-0.91,3.24,11.92,14.31,
0,002801,泓德泓信混合,-25.590050456207525,-2.51,0.19,-7.87,17.20,74.48,105.46,99.24,,
0,002804,华泰柏瑞量化对冲混合,-5.3277975426625375,0.49,1.88,2.20,-2.30,3.40,15.00,17.11,18.46,
0,002808,泓德优势领航混合,-23.298641664026732,-1.43,-0.55,-4.05,16.23,59.13,83.19,90.17,105.06,
0,002813,博时颐泰混合A,-5.882700705214294,-0.05,0.98,-0.36,3.86,5.27,9.03,25.75,28.89,
0,002814,博时颐泰混合C,-5.958056100466191,-0.06,0.93,-0.49,3.59,4.73,7.92,23.73,26.21,
0,002819,招商丰美混合A,-5.122742151759551,-0.24,1.28,1.93,7.37,16.74,25.00,32.59,41.73,
0,002820,招商丰美混合C,-5.1212936487780585,-0.24,1.20,1.85,7.18,16.52,24.55,31.97,40.84,
0,002823,招商盛达混合A,-42.176929566001256,-0.48,1.86,-11.42,0.74,36.32,59.30,43.71,71.25,
0,002824,招商盛达混合C,-42.427109366949225,-0.56,1.78,-11.57,0.44,35.56,57.66,41.53,67.71,
0,002830,浙商惠丰定开债,-2.4546177315632134,0.38,2.13,0.14,8.29,17.40,,,,
