,code,name,MaxDrawDown,1W,1M,3M,6M,1Y,2Y,3Y,4Y,5Y
0,597,中海积极收益混合,-4.646720362,0,-0.43,0.5,5.24,16.4,30.58,30.1,42.34,47.52
0,1733,泰达宏利量化股票,-37.02588901,1.07,-1.94,-2.68,13,51.23,37.31,25.73,37.04,
0,1739,中融融安二号混合,-10.77428802,-1.01,-2.81,-6.24,3.31,20,26.16,30.01,25.54,26.53
0,1743,诺安优选回报混合,-8.087423507,0.48,6.13,5.77,10.66,17.88,24.98,45.24,49,
0,1744,诺安进取回报混合,-23.66370731,0,-0.67,-4.13,-4.83,0.58,9.09,0.58,6.24,
0,1749,招商中国机遇股票,-29.28175831,1.54,-0.34,-10.72,16.16,57.48,113.27,,,
0,1751,华商信用增强债券A,-22.23868032,1.12,1.12,0,12.68,21.25,24.17,20.98,1.31,6.48
0,1752,华商信用增强债券C,-22.84665957,1.05,0.95,-0.19,12.42,20.75,23.14,19.39,-0.47,4.23
0,1755,嘉实新思路混合,-4.049614724,0.39,-0.08,0,6.13,17.6,21.98,25.61,35.24,
0,1686,安信新动力混合A,-7.022731946,0.11,-0.21,-1.02,3.58,19.43,26.42,35.39,42.18,48.75
0,1758,嘉实研究增强混合,-44.4575646,-1.04,-5.97,-7.51,6.59,59.14,85.55,63.01,77.2,
0,1759,嘉实成长增强混合,-40.54941569,1.36,9.18,-4.14,6.2,59.85,57.93,43.14,68.01,
0,1760,嘉实创新成长混合,-37.88119396,-0.45,-3.01,-10.98,5.18,32.23,48.59,26.78,24.04,
0,1764,广发沪港深股票,-38.67738659,2.25,-1.71,-2.21,15.04,69.01,80.67,43.37,73.1,
0,1765,前海开源嘉鑫混合A,-10.96366933,0.33,0.49,-0.08,3.98,16.54,25.07,23.31,39.58,
0,1766,上投医疗健康股票,-35.49537033,1.3,3.95,-4.24,12.09,51.52,137.32,168.84,200.66,235.96
0,1770,前海开源嘉鑫混合C,-11.04020158,0.41,0.5,0,4.01,16.47,24.93,23.06,38.83,
0,1775,鹏华弘泰混合C类,-2.61309446,0.09,0.4,0.84,1.43,0.88,4.47,7.53,12.12,14.99
0,1779,中融稳健添利债券,-12.81480596,-0.1,-0.76,-2.62,0.97,8.56,15.43,14.29,9.24,10.76
0,1780,诺安改革趋势混合,-27.88683162,0.16,3.59,3.59,19.01,59.78,98.82,87.89,,
0,1790,国泰智能汽车股票,-41.94487718,1.4,-3.65,-16.85,29.9,87.89,134.76,95.67,,
0,1791,大成绝对收益策略混合A,-10.46599929,0,-0.11,-3.05,-5.92,-8.53,-2.33,-4.46,-6.01,-7.43
0,1792,大成绝对收益策略混合C,-13.14312274,0,-0.23,-3.29,-5.86,-8.97,-3.6,-6.26,-8.69,-10.81
0,1795,上投文体休闲混合,-53.08494105,-0.3,5.85,-6.33,-3.89,8.41,43.22,13.85,36.94,37.85
0,1798,泰康新回报灵活配置混合A,-28.99565841,2.08,0.04,-2.18,13.78,65.5,77.94,82.95,84.38,92.43
0,1800,华安新乐享混合,-10.74921259,0.6,2.12,-4.61,-5.62,1.49,6.28,17.73,27.59,31.08
0,1801,汇添富达欣混合A,-17.8716323,1.5,2.05,-4.48,8.58,35.36,41.76,41.24,50.44,55.58
0,1810,中欧潜力价值灵活配置混合,-28.00548127,1.64,-0.69,9.2,7.57,37.98,32.9,32.34,50.31,105.69
0,1811,中欧明睿新常态混合,-25.36218737,2.92,-1.93,-9.05,16.94,57.09,85.26,105.4,147.13,154.3
0,1815,华泰柏瑞激励动力混合,-36.78426735,0.28,1.64,-4.17,12.71,66.53,135.48,143.62,198,227.74
0,1816,汇添富新睿精选混合A,-18.49668999,2.18,5.87,-6.95,-4.68,25.31,27.6,35.4,45.37,
0,1822,华商智能生活混合,-40.44483212,2.08,6.66,-11.63,-2.47,30.69,102.76,97.56,75.87,104.29
0,1824,博时沪港深成长企业混合,-24.10926301,1.52,-1.93,-7.09,4.28,41.89,50.92,51.71,64.7,
0,1825,建信中国制造2025股票,-35.43894219,1.86,-2.04,-2.75,37.14,87.76,126.81,108.63,,
0,1827,富国研究优选沪港深混合,-31.21584953,-0.16,-0.98,-5.07,11.38,83.18,88.23,95.66,124.33,
0,1837,前海开源沪港深蓝筹精选混合,-33.75222728,1.41,-0.41,-3.19,21.07,66.12,68.58,39.92,66.77,117.48
0,1849,前海开源强势共识100强,-32.24431707,0.37,-1.94,-6.64,2.8,37.85,59.94,57.76,67.91,86.94
0,1856,易方达环保主题混合,-22.59528212,2.3,0.7,-9.31,8.79,88.81,126.81,162.03,,
0,1858,建信鑫利混合基金,-24.71048442,1.06,0.92,-8.36,16.71,85.59,125.85,113.01,108.06,112.22
0,1859,大摩增值18个月开放债券A,-1.720704465,0.87,2.12,2.94,7.53,20.77,,,,
0,1860,大摩增值18个月开放债券C,-1.721112091,0.8,1.98,2.54,6.69,18.83,,,,
0,1864,中海魅力长三角混合,-40.96388095,1.95,0.24,-8.52,4.88,47.02,126.9,99.68,130.43,
0,1865,前海开源事件驱动混合C,-30.4743619,2.93,1,-9.47,-5.34,-0.46,11.83,35.83,66.12,73.14
0,1868,招商产业债C,-1.711770062,0.13,0.67,1.28,2.73,2.87,10.03,19.19,23.5,26.2
0,1869,招商制造业混合,-32.76230917,0.68,2.11,-4.94,12.74,54.44,116.3,117.23,137.7,172.09
0,1874,前海开源沪港深价值精选混合,-22.50934109,1.53,-0.43,-6.33,24.49,56.85,73.49,118.51,138.11,
0,1875,前海开源沪港深优势精选混合,-21.74226968,1.49,-0.59,-6.47,19.3,79.4,126.28,140.45,178.29,
0,1880,长城中国智造混合,-26.6466168,2.93,5.94,-14.68,2.4,50.84,103.7,115.37,,
0,1881,中欧新趋势混合(LOF)E,-32.75712215,1.5,-4.25,-9.99,9.59,49.68,74.25,83.6,101.45,119.38
0,1882,中欧价值发现混合E,-29.07871843,1.91,-0.89,8.9,8.96,34.15,27.84,23.11,35.98,75.2
0,1883,中欧新动力混合(LOF)E,-29.88811935,1.98,-1.72,-3.34,8.45,58.37,97.79,111.38,94.26,124.21
0,1884,中欧互通精选混合E,-16.12109705,0.97,-1.5,-7.88,3.78,45.46,53.06,,,
0,1885,中欧新蓝筹混合E,-26.86422699,1.07,-4.12,-8.2,8.56,37.92,70.57,69.22,78.3,87.15
0,1886,中欧行业成长混合(LOF)E,-32.1695415,1.1,1.28,-9.91,2.24,46.78,102.39,92.55,132.01,169.27
0,1887,中欧价值智选混合E,-30.57877523,0.87,-1.14,13.87,27.39,80.26,106.83,173.34,137.41,199.56
0,1888,中欧盛世成长混合(LOF)E,-37.05463313,-0.86,-6.35,-11.87,6.72,61.14,107.41,101.57,115.34,144.03
0,1889,中欧增强回报债券(LOF)E,-6.801874787,0,-0.04,-6.48,-5.99,-6.2,-0.54,8.17,12.07,12.13
0,1890,中欧精选定期开放混合E,-41.45195132,0.91,-4.82,-8.28,12.67,51.64,100,144.39,,
0,1891,中欧成长优选混合E,-26.08242559,2.04,-0.44,9.96,11.53,42.81,39.97,45.92,65.89,58.65
0,1892,长盛新兴成长混合,-28.86185789,2.22,4.36,-5.03,3.47,44.03,64.03,42.34,72.87,52.15
0,1897,九泰久盛量化先锋混合,-38.21016753,1.85,5.26,-0.43,-3.43,26.14,37.72,38.28,33.42,85.61
0,1898,易方达大健康混合,-31.39292885,0.64,3.94,-6.66,6.7,58.71,98.92,109.86,,
0,1900,诺安精选价值混合,-20.13158517,1.13,-2.21,5.04,13.81,45.31,66.13,,,
0,1901,前海开源沪港深隆鑫混合A,-15.08596468,0.16,0.39,0,10.04,44.64,49.15,43.31,,
0,1902,前海开源沪港深隆鑫混合C,-15.19378928,0.15,0.38,0,10.11,44.57,48.98,43.79,,
0,1905,华安安益灵活配置混合,-10.42070615,0.6,1.95,-4.53,-5.43,2.33,3.44,4.03,6.82,7.25
0,1910,泰康新机遇混合,-28.95376857,0.91,-0.04,-9.43,1.2,40.56,58.87,59.04,70.5,99.41
0,2935,泰康恒泰回报混合C,-4.677706271,0.25,0.57,-0.06,3.92,16.69,23.35,33.61,42.09,
0,1924,华夏国企改革混合,-41.4253161,1.46,2.2,-15.89,3.24,45.99,75.06,65.05,67.95,85.23
0,1927,华夏消费升级混合A,-29.03341959,0.03,2.86,-4.47,10.37,70.96,91.82,91.7,149.48,209.91
0,1928,华夏消费升级混合C,-28.92226299,0.03,2.79,-4.59,10.07,70.07,89.87,88.8,144.49,202.3
0,1933,华商新兴活力混合,-35.83992331,1.92,6.8,-11.65,-3.75,32.42,65.77,47.93,48.08,
0,1940,农银现代农业加混合,-35.15003375,0.66,2.25,-4.61,7.76,44.3,83.61,72.44,99.12,
0,1942,前海开源沪港深汇鑫混合A,-18.14007351,0.33,-0.33,0.13,2.79,16.18,28.48,64.71,60.91,
0,1943,前海开源沪港深汇鑫混合C,-18.50452104,0.33,-0.26,0.13,2.71,16.22,28.27,63.67,60,
0,1947,上投安鑫回报混合A,-3.781268051,0.13,-0.02,-0.07,3.95,6.52,9.18,12.92,19.32,
0,1951,金鹰改革红利混合,-38.07414176,2.78,-3.26,-3.22,33.49,98.07,113.66,105.47,102.7,120.57
0,1955,中欧养老混合,-29.17892202,2.28,3.84,3.55,11.03,51.87,82.5,120.46,134.17,
0,1959,华商乐享互联混合,-60.21265472,2.74,-2.54,-3.71,24.08,60.02,139.01,128.63,83.75,129.56
0,1967,华宝转型升级混合,-36.29443622,0.43,-2.77,-4.49,12.23,45.95,36.58,23.59,38.05,46.56
0,1983,中邮低碳经济混合,-54.23290041,0.33,2.5,-11.97,6.23,42.29,79.53,73.94,34.35,
0,1985,富国低碳新经济混合,-33.25525335,0.95,0.23,-12.7,-0.6,58.56,106.59,106.3,153.53,234.01
0,1986,前海开源人工智能主题混合,-50.0819719,3.35,3.03,-14.43,1.98,56.27,73.89,56.4,81.78,
0,1990,中欧数据挖掘混合,-32.59347108,1.55,2.17,-2.42,4.64,46.87,82.09,90.55,87.24,111.14
0,1994,华安年年红债券C,-1.533301772,0.19,0.87,1.8,11.13,22.32,,,,
0,1997,工银新趋势灵活配置混合C,-22.23574097,0.9,-1.6,-9,16.84,85.12,133.07,126.81,162.8,172.08
0,1998,工银新焦点灵活配置混合C,-23.78631652,0.97,1.72,-8.63,10.3,69.17,116.4,110.22,120.94,
0,2000,工银新生利混合,-5.157261095,0.76,0.84,-0.3,6.2,19.15,22.13,23.73,29.57,
0,2001,华夏回报混合A,-28.47281002,0.75,2.22,-5.23,9.5,46.82,52.07,48.09,81.21,114.31
0,2003,工银新机遇混合A,-30.62005736,0.91,0.49,-5.06,6.96,42.79,64.2,45.81,,
0,2004,工银新机遇混合C,-31.10819461,0.86,0.43,-5.24,6.58,41.85,62.26,43.29,,
0,2005,工银新得利混合,-4.939956187,1.13,2.28,1.05,2.28,11.34,13.24,14.69,,
0,2006,工银新得益混合,-4.25247892,0.14,-0.95,-1.74,3.32,13.75,22.72,29.44,44.66,
0,2011,华夏红利混合,-62.48521602,0.97,1,-9,9.88,47.96,55.15,46.02,40.89,56.77
0,47,华夏双债债券A,-6.399372073,0.33,-0.13,-2.6,2.99,14.1,29.75,37.82,42.05,41.35
0,2017,招商瑞丰混合C,-11.07535111,0.31,-0.12,0.94,4.34,13.61,18.81,22.44,27.47,31.53
0,2021,华夏回报二号混合,-29.80242376,0.78,2.3,-5.3,9.24,45.19,49.88,45.76,78.59,111.9
0,2031,华夏策略混合,-46.45660785,1.33,1.55,-6.88,4.21,42.09,63.15,67.22,78.99,112.33
0,2065,景顺长城景盛双息债券A,-3.445621147,0,0.09,0,1.5,0.96,4.16,8.06,12.71,
0,2066,景顺长城景盛双息债券C,-3.540225644,0,0.09,-0.09,1.26,0.53,3.2,6.62,10.81,
0,2079,前海开源中国稀缺资产混合C,-36.88837123,1.11,0.26,-10.38,16.18,84.84,164.6,271.89,200.39,219.86
0,2080,前海开源一带一路混合C,-38.80425955,0.6,1.08,-12.91,7.07,42.13,75.55,79.87,46.34,61.38
0,2083,新华鑫动力灵活配置混合A,-40.55535203,5.66,2.19,-17.83,17.05,89.83,119.35,114.65,98.09,
0,2084,新华鑫动力灵活配置混合C,-40.32504043,5.65,2.18,-17.85,16.96,89.51,118.88,113.94,97.4,
0,2085,长盛互联网+混合,-31.91654702,2.44,4.21,-5.53,1.54,35.52,36.72,15.03,40.61,30.29
0,1399,安信鑫安得利混合A,-5.260372239,0.11,-0.04,0.69,5.56,18.84,23.97,30.09,41.9,49.18
0,2015,南方荣光灵活配置混合A,-4.665395814,0.14,-0.41,0.7,4.56,20.92,23.82,31.84,40.98,45.96
0,2101,创金合信转债精选债券A,-13.6021286,0.31,-1.02,-0.3,-1.13,0.23,0.55,10.95,8.58,20.47
0,2102,创金合信转债精选债券C,-14.37362373,0.28,-0.97,-0.35,-1.18,-0.1,-0.32,9.6,5.83,10.03
0,2103,招商康泰养老混合,-7.321270806,-0.09,0.85,0.38,4.59,13.99,23.96,25.61,33.03,32.63
0,2106,德邦福鑫灵活配置混合C,-30.88140875,2.19,1.72,-8.39,12.25,66.13,62.41,32.6,43.06,48.67
0,2112,德邦鑫星价值灵活配置混合C,-8.017532295,0.43,-0.25,-0.66,4.69,20.63,26.48,26.16,36.99,43.34
0,2137,诺安利鑫灵活配置混合,-25.04692622,-0.98,-6.11,-11.86,-8.39,4.15,11.42,26.49,37.29,37.57
0,2138,泓德裕泰债券A,-6.293710424,0.05,0.62,0.99,-4.44,-2.54,10.51,13.82,19.97,24.95
0,2139,泓德裕泰债券C,-6.442105366,0.04,0.59,0.9,-4.64,-2.86,9.71,12.72,18.45,21.97
0,2141,建信鑫丰回报灵活C,-327.4257442,0,-1.33,-6.22,-4.09,9.5,8.67,7.77,12.29,14.09
0,2142,博时外延增长主题混合,-23.73953456,1.35,-2.68,-12.16,-0.96,41.58,68.18,73.84,101.27,145.97
0,2144,华安新优选灵活配置混合C,-20.73055395,-0.23,0.23,0.54,2.42,17.44,21.46,23.87,27.6,31.3
0,2145,诺安景鑫灵活配置混合,-31.78671701,1.24,-1.38,-10.81,-7.32,22.61,58.82,42.95,44.47,45.05
0,2819,招商丰美混合A,-5.122742152,0.32,-0.16,1.28,5.95,15.76,24.6,32.55,40.87,
0,2152,华宝核心优势混合,-26.96651924,0.7,3.53,-6.87,-2.21,45.83,87.55,86.75,109.66,117
0,2156,长盛盛世混合A,-25.50417772,0.25,0.42,-3.95,3.77,17.57,27.5,26.2,26.95,38.09
0,2157,长盛盛世混合C,-25.70601317,0.17,0.34,-4.06,3.64,17.35,26.84,25.28,26.69,31.37
0,2158,汇添富安鑫智选混合C,-27.44282922,1.7,1.55,-11.53,-0.22,24.17,36.98,56.09,63.44,70.8
0,2160,南方转型驱动灵活配置混合,-31.76892343,1.4,0.64,-8.19,0.92,54.63,126.01,111.98,150.8,
0,2164,汇添富新睿精选混合C,-18.5439926,2.1,5.79,-7.07,-4.87,24.73,26.36,33.64,45.62,
0,2165,汇添富达欣混合C,-17.79916213,1.53,2.03,-4.51,8.39,34.81,40.54,39.5,48.24,52.57
0,2167,南方顺康混合,-23.37178913,-0.61,-2.6,-10.71,3.5,36.78,54.15,55.21,53.8,59.18
0,2178,嘉实新起点混合C,-6.758199914,0.46,-0.15,0.77,6.82,20.62,24.62,20.96,32.93,37.66
0,2182,东兴蓝海财富混合,-47.95494714,0.12,-2.85,-9.32,-0.49,22.49,19.62,3.68,3.42,-2.16
0,2189,农银国企改革混合,-28.97787254,0.59,-0.12,-7.58,7.03,58.12,105.77,102.43,158.36,
0,2190,农银新能源混合,-44.46631007,5.05,5.82,-11.14,14.55,128.34,163.44,115.16,147.42,
0,2191,农银物联网混合,-36.4102188,0.83,2.71,-15.87,-13.46,7.23,38.92,32.09,50.1,
0,2196,金鹰技术领先混合C,-72.47005363,0.35,0,-0.47,4.8,7.71,-3.73,-9.94,-27.74,
0,2197,国泰鑫策略价值灵活配置混合,-8.826674626,0.17,0.57,-0.5,3.54,27.38,40.13,42,45.36,47.7
0,2207,前海开源金银珠宝混合C,-54.80724268,1.27,-2.13,2.76,-4.56,16.73,35.26,23.12,3.02,19.06
0,2211,嘉实新财富混合,-5.463268581,0.39,-0.31,-0.62,7.33,16.52,21.57,25.29,34.72,
0,2212,嘉实新起航混合,-7.342690684,0.45,-0.3,-1.92,6.68,17.87,22.97,25.36,35.17,
0,2213,中海顺鑫灵活配置混合,-26.6846379,1.47,-3.32,-6.43,5.71,45.19,114.85,106.05,104.27,
0,2214,中海沪港深混合,-31.78268558,1.22,-0.16,-0.81,13.38,40.88,37.28,22.24,59.97,
0,2216,易方达量化策略精选混合A,-34.37985521,1.22,0.48,-11,0.91,50.32,79.63,69.88,,
0,2217,易方达量化策略精选混合C,-34.71596555,1.18,0.43,-11.17,0.62,49.54,77.75,67.35,,
0,2220,南方瑞利混合,-20.4282043,0.21,0.16,-0.43,3.4,42.09,67.48,70.91,79.3,88.11
0,1183,南方利淘混合A,-3.87244554,0.26,0.33,-0.78,3.26,17.75,28.08,33.25,40.65,48.05
0,2224,中邮绝对收益混合,-16.42779852,-0.38,0.86,7.78,24.76,12.14,,,,
0,2227,长城新优选A,-1.849771497,0.08,0.32,-0.57,2.61,5.63,15.54,19.49,30.34,
0,2228,长城新优选C,-1.8317717,0.08,0.28,-0.69,2.36,5.1,13.23,19.25,29.5,
0,2233,工银丰收回报灵活配置混合C,-13.53401538,1.01,0.38,-5.34,7.19,25.87,39.15,44.17,57.4,61.21
0,2244,景顺长城低碳科技主题混合,-41.74985827,1.95,1.76,-0.92,-2.53,34.33,65.47,53.7,43.62,
0,2245,泰康稳健增利债券A,-1.870311019,0.09,0.31,0.64,2,2.51,8.46,18.31,21.5,
0,2246,泰康稳健增利债券C,-1.872056324,0.09,0.29,0.57,1.85,2.2,7.79,17.32,34.05,
0,2249,招商境远灵活配置混合,-30.93179523,0.86,2.49,-4.8,12.47,72.55,140.74,150.68,147.2,150.16
0,2251,华夏军工安全混合,-42.80070049,0.22,3.95,-20.8,-7.57,42.69,42.54,48.43,22.05,
0,2258,大成国企改革灵活配置混合,-32.57893195,2.32,-0.81,5.83,18.98,67.39,102.45,105.67,,
0,2263,泰达宏利大数据混合,-31.2107777,-0.2,-2.09,-10.94,-8.56,33.02,42.25,46.56,41.76,
0,2264,华夏乐享健康混合,-39.39063607,1.52,5.17,-3.13,-7.77,16.27,93.39,86.31,102.56,
0,2271,招商安弘保本混合,-24.32566994,0.33,-1.44,-12.85,-1.87,28.36,57.7,78.26,85.94,89.27
0,2272,新华科技创新主题混合,-31.18968065,2.95,2.12,-17.48,2.39,61.17,56.26,45.65,43.47,
0,2281,建信裕利灵活配置混合,-22.05968425,1.44,-2.25,-8.48,10.4,46.28,63.41,73.2,71.32,74.07
0,2282,平安安享灵活配置混合A,-13.31397369,0.21,0.06,-0.85,3.68,15.99,14.31,27.21,28.47,30.01
0,2291,诺安安鑫灵活配置混合,-29.38112443,2.4,4.97,-5.38,13.24,67.3,109.85,119.99,123.82,
0,2292,诺安益鑫保本,-18.34191961,0.43,2.01,-12.94,1.8,20.76,14.7,20.2,24.27,
0,2293,南方益和灵活配置混合,-19.21701945,0.23,0.12,-7.83,5.16,55.47,99.24,99.43,108.86,
0,2296,长城行业轮动混合,-17.91042546,1.63,4.75,-6.18,3.74,16.32,25.53,30.09,35.16,38.53
0,2303,金鹰智慧生活混合,-31.73901398,2.39,5.38,-15.14,-11.68,33.06,69.2,62.76,66.43,
0,2304,平安安心灵活配置混合A,-23.70396198,1.73,3.46,-5.6,14.79,55.22,54.98,55.35,57.96,59.85
0,2317,招商睿逸稳健混合,-13.17571633,-0.13,-1.14,6.51,12.11,40.98,53.05,49.81,52.75,
0,2319,大成一带一路灵活配置混合,-22.91451482,2.56,0.11,-2.7,-3.07,38.73,74.51,66.13,,
0,2330,兴业聚宝灵活配置混合,-22.98175095,0.97,-2.05,0.06,5.42,27.61,43.73,55.34,64.02,
0,1282,华安新机遇灵活配置混合,-5.220257603,-0.01,-0.62,-1.97,1.99,11.26,23.16,32.46,36.23,40.52
0,2340,富国价值优势混合,-36.80231883,0.47,-0.79,-2.7,14.52,84.59,141.87,133.06,188.84,
0,2345,华夏高端制造混合,-52.49547401,2.47,3.25,-15.98,7.81,76.16,81.06,68.56,22.93,
0,2356,博时安泰18定开债A,-4.439292011,0.55,1.97,2.24,11.43,18.88,,,,
0,2357,博时安泰18定开债C,-5.013075378,0.56,1.72,1.81,10.11,16.24,,,,
0,2360,前海开源清洁能源混合C,-15.27671573,0.55,-0.72,2.55,6.94,23.08,23.5,74.73,78.65,117.32
0,2361,国富恒瑞债券A,-3.191911432,0.29,0.07,1.79,7.14,12.07,17.17,23.87,29.84,40.1
0,2362,国富恒瑞债券C,-3.353932918,0.3,0.07,1.75,6.95,11.58,16.13,22.17,27.75,37.2
0,48,华夏双债债券C,-6.443332327,0.33,-0.13,-2.7,2.85,13.84,29,36.66,40.53,39.67
0,1337,鹏华弘益混合C,-6.019516024,0.21,0.4,-2.57,3.65,16.06,30,32.53,40.29,44.93
0,2377,建信睿怡纯债债券,-3.446190454,0,-0.78,-1.44,-2.49,-2.67,1.22,7.65,10.98,12.42
0,2378,建信弘利灵活配置混合,-23.3380314,1.08,3.48,-8.66,7.33,57.01,99.57,115.95,120.39,125.24
0,2383,大成趋势回报混合,-25.55767424,0.24,-0.08,-2.33,5.45,24.7,30.26,27.1,33.44,
0,2388,天弘裕利混合A,-3.562486789,0.44,0.38,-0.58,1.63,1.18,4.19,10,17.49,
0,2389,招商安德保本混合A,-3.166188978,0.32,-0.1,1.23,4.93,16.34,25.71,28.03,33.71,
0,2398,华安安禧灵活配置混合A,-7.2358351,0.42,1.07,-0.6,5,9.98,15.24,18.6,26,
0,2399,华安安禧混合C,-7.276093821,0.43,1.03,-0.75,4.69,9.31,13.91,16.67,23.16,
0,2407,前海开源恒远灵活配置混合,-13.97788364,0.47,0.03,-1.63,0.54,17.7,29.71,91.88,97.21,
0,2408,中信建投医改混合,-37.89218487,0.18,10.17,-2.99,3.14,50.24,143.58,113.79,139.09,
0,2416,招商丰利混合C,-27.95973582,0,3.06,-12.12,4.91,61.68,75.38,65.86,66.83,
0,2417,招商丰盛增长混合C,-31.61543984,1.12,-0.88,-22.11,-7.31,22.87,46.58,45.28,45.63,
0,2419,汇添富盈安灵活配置混合,-24.62140335,1.94,6.43,-9.74,2.17,42.81,63.89,66.33,79.11,
0,2420,汇添富盈鑫混合,-23.01862825,1.18,2.1,-7.31,3.87,40.96,57.48,65.59,80,
0,2421,新华信用增强债券A,-6.882195283,-0.01,-0.06,-0.38,-0.28,3.78,9.16,10.17,16.83,
0,2422,新华信用增强债券C,-7.288548562,-0.02,-0.09,-0.48,-0.48,3.36,8.32,8.8,14.9,
0,2424,博时文体娱乐主题混合,-33.92789688,0.31,0.68,-14.37,0.63,26.58,59.12,72.26,,
0,2425,金鹰元禧混合C,-5.336481468,0.33,0.17,-0.54,4.57,16.92,25.13,24.82,25.35,89.26
0,2440,中加瑞盈债券,-3.459276805,0.57,0.94,0.08,0.47,2.05,6.46,14.63,17.2,
0,2441,德邦新添利债券C,-3.606292175,0.27,-0.51,-0.71,1.85,7.15,11.72,17.41,23.67,77.02
0,2443,前海开源沪港深龙头精选混合,-35.80928106,2.33,-0.59,-1.75,22.14,78.36,88.16,65.9,80.71,
0,2446,广发稳鑫保本混合,-14.32270375,0.85,1.52,-5.13,7.54,72.81,146.76,155.74,168.27,
0,2450,平安睿享文娱灵活配置混合A,-23.86213131,2.09,1.39,-7.35,7.68,42.16,85.61,122.96,162.72,
0,2451,平安睿享文娱灵活配置混合C,-23.82399376,2.09,1.3,-7.56,7.24,40.96,82.54,117.86,154.92,
0,2453,九泰久稳保本混合A,-13.03331562,0.19,-0.48,-7.86,1.56,-3.16,8.42,0.48,3.06,
0,2456,招商安元保本混合A,-10.90645592,0.37,0.55,-0.45,4.33,22.59,35.24,36.46,42.78,
0,2457,招商安元保本混合C,-10.89822015,0.37,0.55,-0.45,4.32,22.59,,,,
0,2459,华夏鼎利债券A,-9.032871408,0.45,-0.3,-1.98,1.82,15.48,30.91,43.98,51.64,
0,2460,华夏鼎利债券C,-8.933576457,0.53,-0.22,-1.98,1.83,15.36,30.72,43.68,51.04,
0,2463,创金合信价值红利混合A,-19.51028092,5.41,1.83,1.54,5.56,34.35,19.32,,,
0,2465,东兴众智优选混合,-38.7442438,-0.1,0.69,-10.07,-5.74,27.57,18.93,-4.5,3.14,
0,2475,中邮睿利增强债券,-7.016351247,0,0,-0.21,-0.31,-1.14,-1.65,-3.55,,
0,2476,博时安瑞18个月定期开放债券A,-4.240934186,0.52,1.21,2.72,11.97,20.95,,,,
0,2477,博时安瑞18个月定期开放债券C,-4.349379331,0.52,1.05,2.4,10.78,18.73,,,,
0,2482,宝盈互联网混合,-34.44090197,1.69,2.38,-13.81,-2.17,43.74,120.34,128.14,164.45,
0,2487,汇添富稳健添利A,-4.925127699,0.09,0.54,0.82,1.74,1.37,4.91,10.45,10.67,
0,2488,汇添富稳健添利C,-5.104449701,0.18,0.65,0.74,1.59,1.02,4.11,9.23,9.01,
0,1687,安信新动力混合C,-7.032038017,0.11,-0.24,-1.12,3.37,18.96,25.43,33.75,40.25,46.08
0,2490,金鹰元祺债券,-4.240848944,0.43,0.75,-0.46,5.57,8.23,17.59,26.62,31.9,
0,2492,工银月月薪定期支付债券C,-5.973292344,0.33,-0.25,-2.64,1.17,5.29,14.08,14.84,19.59,21.14
0,2504,鹏华金鼎混合A类,-16.58818499,0.99,-1.29,-3.22,4.35,32.7,46.1,54.95,57.49,
0,2512,长城久润混合,-27.26953371,1.78,5.21,-8.39,2.6,24.51,55.26,59.13,57.09,
0,2820,招商丰美混合C,-5.121293649,0.24,-0.16,1.2,5.85,15.54,24.15,32.06,40.12,
0,2514,招商丰益混合A,-8.994236296,-0.14,0.44,0.29,9.24,30.05,39.18,41.67,53.04,
0,2515,招商丰益混合C,-9.082168047,-0.16,0.47,0.24,9.16,29.82,38.4,40.57,51.65,
0,2533,中加心享混合C,-2.50841571,0.29,0.75,-0.71,1.4,6.27,15.25,22.63,21.3,
0,2534,华安稳固收益债券A,-3.76006064,0.45,0.36,-1.43,0.27,0.34,7.3,11.88,13.9,
0,2537,平安安盈灵活配置混合,-20.33951692,1.39,0.27,-6.08,15.15,58.33,101.63,107.35,110.44,
0,2542,长城久鼎混合,-21.32051763,1.95,7.37,-5.61,-0.5,74.96,118.26,123.07,131.54,
0,2543,长城久益混合A,-13.30405858,-0.01,-1.16,-8.62,3.29,34.21,36.45,41.87,45.78,
0,2544,长城久益混合C,-13.36310855,-0.01,-1.21,-8.75,2.98,33.39,33.25,37.55,40.54,
0,2550,嘉实稳荣债券,-1.797869785,0.19,0.49,0.78,1.81,1.81,7.22,14.06,18.03,
0,2555,博时沪港深优质企业混合C,-32.66434912,2.25,-1.45,-7.43,15.41,36.08,66.29,67.32,108.56,
0,2558,博时鑫瑞混合A,-19.91292123,0.39,-0.05,1.28,10.3,41.5,49.85,92.51,113.28,
0,2559,博时鑫瑞混合C,-20.08666073,0.4,-0.05,1.25,10.21,41.3,49.52,90.7,110.91,
0,2560,诺安和鑫混合,-43.3364877,-1.8,7.78,-16.11,-5.89,12.45,82.95,30.34,34.26,
0,2562,泓德泓益混合,-31.79420093,2.05,-0.14,-9.73,7.66,65.77,83.22,82.49,100.14,
0,2563,泓德泓汇混合,-23.13289828,2.62,0.14,-8.29,6.63,59.01,111.48,121.91,148.39,
0,2564,新沃通盈灵活配置混合,-34.44840153,1.11,4.79,-12.1,14.43,47.76,63.9,87.8,69.4,
0,2567,大成国家安全混合,-40.27356247,0.67,0,-9.89,2.23,38.84,77.46,56.04,57.99,
